Usain Bolt,09.810
Justin Gatlin,09.890
Andre De Grasse,09.910
Yohan Blake,09.930
Akani Simbine,09.940
Ben Youssef Meite,09.960
Jimmy Vicaut,10.04
Trayvon Bromell,10.060
